,id,text,created_at,retweet_count,favorite_count,source,user_id,user_screen_name,user_name,user_created_at,user_description,user_followers_count,user_friends_count,user_location,user_coordinates
15,793875758468833280,"Dont worry, this is not an actual tornado. Happy first Wednesday!!!  #mnwx",2016-11-02 18:01:44,0,0,Twitter Web Client,40787265,Rich__Photos,Richard Habisch,2009-05-18 01:56:39,31 years old - Photographer - Automotive enthusiast - electronic nerd - storm chaser and weather enthusiast - gamer - assistant food director and chef,154,160,"Saint Louis Park, MN",
16,793875749304344577,RT @drillermiller2: @0HOUR1___ The worst is just days away! Onslaught will begin like a tornado! #anonymous Hahahahaha,2016-11-02 18:01:42,8,0,Twitter for iPhone,61350866,klmstlouis,TakeBackAmerica,2009-07-30 01:21:21,Middle class conservative woman. Midwest American patriot. RT's not an endorsement. AmericaFirst AlwaysTrump MAGA. NO LISTS!,1794,1802,St. Louis,
17,793875746901090304,"RT @ChartsTS: tornado o álbum lançado em 2010 mais vendido nos Estados Unidos. Se isso for confirmado, Taylor Swift se tornará a única arti…",2016-11-02 18:01:42,30,0,Twitter for Android Tablets,1595344902,Carrye1988,Erica👑,2013-07-15 08:48:48,"Gosto de YouTube, música, sou otaku e cantora nas horas vagas - @ericadegemeson_",60,32,São Paulo -SP,
18,793875706430259200,"@tornado_cat haha yes, hence why I initially thought we were joking, since I've built much of my #brand around the dog",2016-11-02 18:01:32,0,0,Twitter for iPhone,25564232,actioncookbook,actioncookbook,2009-03-20 19:57:21,"pick up dry cleaning, pay water bill, mow lawn, update twitter bio",6328,301,"Louisville, KY",
19,793875689145503745,RT @PCIAA: Talk with your insurance agent or company so that you understand the claims process and what’s covered. #HaveAPlan #Tornado http…,2016-11-02 18:01:28,1,0,Twitter for Android,2710740122,homeworkgary222,Gang Hao,2014-08-06 01:08:30,,2555,4994,,
20,793875677804171265,@actioncookbook .........i see your twitter handle and have now realized that you are not my friend @listenupnerds AKA jay in colorado.,2016-11-02 18:01:25,0,0,Twitter for Android,345557941,tornado_cat,trashcat,2011-07-30 20:01:46,NaNoWriMo 2016. 23. Proud Slytherin. Bitter hag.,231,345,12 grimmauld place,
21,793875661353955328,RT @AntraxCLASH: @AntraxCLASH El mago eléctrico y el tornado están como para papi Antrax,2016-11-02 18:01:21,99,0,Twitter for Android,703028870602035201,johanchilero22,johan antonio lopez,2016-02-26 01:28:39,,3,46,,
22,793875659269541888,RT @Paaaa__: Quem tiver achando ruim BH ter tornado a cidade do galo é só mudar para Três Marias,2016-11-02 18:01:21,7,0,Twitter for Windows,348686447,francislucas99,Francis,2011-08-04 20:52:45,"Na tristeza ou na alegria, eu sou Galo todo dia! ⚫⚪❤",8511,932,"Belo Horizonte, Brasil",
23,793875614726062087,"If there's a 40% chance or higher of rain, snow, tornado you name it.. class should be automatically cancelled no questions asked.",2016-11-02 18:01:10,0,0,Twitter for iPhone,2214890557,Emmaoc_16,Emma O'Connor,2013-11-26 00:40:23,avid salami lover❤️ •Romans 5:8•,378,375,"Lakewood, IL",
24,793875605842386944,there are the tornado sirens...,2016-11-02 18:01:08,0,0,Twitter Web Client,2714624311,rosegoIdstyles,M♡H,2014-08-07 13:54:27,♡ CB ♡ OTRA 7/26/15 ♡ Harry-Bo ♡,884,253,the region of the summer stars,
25,793875602918957056,"Closed Sell  - EA Tornado FX - GBPUSD 1.22919 for +4.5 pips, total for today +97.9 pips",2016-11-02 18:01:07,0,0,Myfxbook,781111153,KalinkaCapitalO,Kalinka Capital OU,2012-08-25 21:14:57,"All our forex trading strategies are developed, tested and used by traders of our company, with real accounts under management with more than 5 years of exper..",1026,847,Estonia,
26,793875602017091584,"Closed Sell  - EA Tornado FX - GBPUSD 1.23002 for +4.9 pips, total for today +93.4 pips",2016-11-02 18:01:07,0,0,Myfxbook,781111153,KalinkaCapitalO,Kalinka Capital OU,2012-08-25 21:14:57,"All our forex trading strategies are developed, tested and used by traders of our company, with real accounts under management with more than 5 years of exper..",1026,847,Estonia,
27,793875600960131072,"Closed Sell  - EA Tornado FX - GBPUSD 1.23067 for +5.4 pips, total for today +88.5 pips",2016-11-02 18:01:07,0,0,Myfxbook,781111153,KalinkaCapitalO,Kalinka Capital OU,2012-08-25 21:14:57,"All our forex trading strategies are developed, tested and used by traders of our company, with real accounts under management with more than 5 years of exper..",1026,847,Estonia,
28,793875600020676608,"Closed Sell  - EA Tornado FX - GBPUSD 1.2314 for +5.3 pips, total for today +83.1 pips",2016-11-02 18:01:07,0,0,Myfxbook,781111153,KalinkaCapitalO,Kalinka Capital OU,2012-08-25 21:14:57,"All our forex trading strategies are developed, tested and used by traders of our company, with real accounts under management with more than 5 years of exper..",1026,847,Estonia,
29,793875597839601664,"Closed Buy  - EA Tornado FX - USDCAD 1.34143 for +5.1 pips, total for today +77.8 pips",2016-11-02 18:01:06,0,0,Myfxbook,781111153,KalinkaCapitalO,Kalinka Capital OU,2012-08-25 21:14:57,"All our forex trading strategies are developed, tested and used by traders of our company, with real accounts under management with more than 5 years of exper..",1026,847,Estonia,
30,793875596765827072,"Closed Buy  - EA Tornado FX - USDCAD 1.34061 for +5.3 pips, total for today +72.7 pips",2016-11-02 18:01:06,0,0,Myfxbook,781111153,KalinkaCapitalO,Kalinka Capital OU,2012-08-25 21:14:57,"All our forex trading strategies are developed, tested and used by traders of our company, with real accounts under management with more than 5 years of exper..",1026,847,Estonia,
31,793875578856345605,@evabogalho sonho tornado realidade &lt;333,2016-11-02 18:01:02,0,0,Twitter for iPhone,761626171301851136,_inespardal_,Pardal,2016-08-05 18:13:24,Inês • 17• Quinta das Flores• snap:ines.carolina • instagram: _inespardal_,146,125,"Coimbra, Portugal",
32,793875578235387904,"RT @ComputerThug: ""A tornado flew around my room before you came!!!!"" https://t.co/A4BfvGIHpS",2016-11-02 18:01:02,1,0,Twitter for iPhone,4924246515,xo__kiera__xo,😤💅🏽,2016-02-17 16:03:27,Stay humble. #UIW,379,417,"San Antonio, TX",
33,793875553514323969,RT @DestroyingClip: Artificial fire tornado https://t.co/vivcwz9j7B,2016-11-02 18:00:56,2224,0,Twitter for iPhone,753813747722891264,rarepepe72,Anthony_pepe123,2016-07-15 04:49:37,,5,9,,
34,793875477077327872,All tornado sirens going off tonight when we win. No 'ifs' about it. 🚨 🐻 🏆,2016-11-02 18:00:37,0,0,Twitter for iPhone,4770386915,blvck_wh1te,Klaudia,2016-01-11 03:24:02,Libra ♎✨,183,441,sc: klaudzilla ig:_klaudia.r_,
35,793875448547643392,@actioncookbook WAIT YOU ARE ACTION COOKBOOK ON SB NATION?!?!?!?!?!?!?!?!?!,2016-11-02 18:00:31,0,0,Twitter for Android,345557941,tornado_cat,trashcat,2011-07-30 20:01:46,NaNoWriMo 2016. 23. Proud Slytherin. Bitter hag.,231,345,12 grimmauld place,
36,793875438997086208,No New Brotherz feat.TSURU/CzTiger from TORNADO  https://t.co/oPa82776hA,2016-11-02 18:00:28,0,0,twoのブレイン,763244986540232704,JHipHop_,何度でも聴きたいジャパニーズHIPHOP,2016-08-10 05:26:00,"何度でも聴きたいジャパニーズHIPHOPを集めました。 HIPHOPファンに喜んでもらえたら嬉しいです✨✨
たまに洋楽やレゲェもつぶやきます。",381,482,日本 東京,
37,793875422307950594,Talk with your insurance agent or company so that you understand the claims process and what’s covered. #HaveAPlan… https://t.co/pxJOi6rczQ,2016-11-02 18:00:24,0,0,Sprout Social,182966795,PCImeetings,"Ashley Solovy, CMP",2010-08-25 20:55:38,"PCI is the nation’s premier insurer trade association, representing over 1,000 companies that write 37.4 percent of the property casualty market.",903,1267,,
38,793875417258000384,Talk with your insurance agent or company so that you understand the claims process and what’s covered. #HaveAPlan… https://t.co/D5zzIImxrq,2016-11-02 18:00:23,1,0,Sprout Social,41164967,PCIAA,Property Casualty,2009-05-19 17:40:40,"The nation's premier property casualty trade assoc., protecting the viability of a competitive private insurance market for the benefit of consumers & insurers",17292,5836,,
39,793875396223729664,Only at Johnson where we have a tornado drill at the end of the day,2016-11-02 18:00:18,0,0,Twitter for Android,728638387,_ERICANOTERIKA,bonita applebum ✨,2012-07-31 15:34:49,lauryn hill's daughter ❤️,1083,857,Savannah,
40,793875357938114564,"Даже если удалось сделать адекватную репрезентацию человека с ментальным расстройством, эти ваши фандомы все испортят однобоким видением",2016-11-02 18:00:09,0,2,Twitter for Android,773607907816534017,whore_tornado,Алан Кессиди,2016-09-07 19:44:33,"Енотик.
#YuriOnIce",8,11,,
41,793875271422124036,Tornado sirens go off. Every dog in the neighborhood completely loses their cool 😂,2016-11-02 17:59:48,0,1,Twitter for iPhone,47853323,Christiinamary,Christina Johnson,2009-06-17 04:19:35,Dear Diary of a pregnant lady,369,748,,
42,793875203940048898,"@oceanicbreak correct. this guy calls it ""the tornado"" and he, in fact, gets a a bunch of hard to get stars that way",2016-11-02 17:59:32,0,0,TweetDeck,718512865389449216,isalbaglaciere,❄❄❄Isa❄❄❄,2016-04-08 18:56:31,"ice trans femme nb! goopy gender, freezers are cozy❄iz/ice,she/her pronouns❄Autistic❄AD @FrozenPleasure❄ Personal @tiniesticecube❄eng/esp❄ask before retweeting❄",235,387,"Grando, Spain",
43,793875178166034432,@tornado_cat it's my article! my corgi! I'm also confused.,2016-11-02 17:59:26,0,1,Twitter Web Client,25564232,actioncookbook,actioncookbook,2009-03-20 19:57:21,"pick up dry cleaning, pay water bill, mow lawn, update twitter bio",6328,301,"Louisville, KY",
44,793875174428971008,RT @717Lo: When u have a tornado drill at school and Lebron shows up to help http://t.co/UxledgBRL2,2016-11-02 17:59:25,455,0,iOS,473462474,Gramz15,Theo,2012-01-25 00:40:13,,201,528," Philadelphia, PA",
45,793875164626694145,@tornado__ii HIYA NUKI GMORNJNG‼️‼️💖,2016-11-02 17:59:23,0,1,Twitter for iPhone,3302946158,sparkledogkin,CYKA BLYAT,2015-08-01 02:44:44,707/doctor/darkweb | diagnosed autistic/fibromyalgia | they/them//it/itself |  total stoat! | @adadchi is my very special somepony 💖,669,724,anal canal,
46,793875152136245249,"RT @ClashRoyale: SNEAK PEEK #2 - Four New Cards!

- Tornado available on Nov 11
- One new card will be released every two weeks! https://t.…",2016-11-02 17:59:20,1637,0,Twitter for Android,3773380523,Valentin__P,Valentin Perrouault,2015-09-25 17:46:56,Collège Langevin Wallon,147,1012,Saint-Aubin-d'Arquenay,
47,793875049317015553,Tornado sirens are the most eerie sound,2016-11-02 17:58:55,0,0,Twitter for Android,535818021,emmie_generine,Emily😋,2012-03-24 21:36:44,"Aquarius ~ David has and always will have my heart❤️
Mother of a Beardie, a Betta, and a Gerbil 💕🐀🐊🐟",191,506,❄️Minnesnowta❄️,
48,793875006824517632,@actioncookbook @edsbs wait ive seen that article before. Im starting to think that isnt your corgi IM SO CONFUSED,2016-11-02 17:58:45,0,0,Twitter for Android,345557941,tornado_cat,trashcat,2011-07-30 20:01:46,NaNoWriMo 2016. 23. Proud Slytherin. Bitter hag.,231,345,12 grimmauld place,
49,793874967926566912,"""Go to Florida to drown in a tornado"" @kelsey_gumm",2016-11-02 17:58:36,0,1,Twitter for Android,726083113156108288,sophielynneee,Sophie Shaurette,2016-04-29 16:17:58,,88,75,"Liberty Lake, WA",
50,793874834908405761,@ThePsion @HillaryClinton https://t.co/tVou4c28WF,2016-11-02 17:58:04,0,0,Twitter for Android,345557941,tornado_cat,trashcat,2011-07-30 20:01:46,NaNoWriMo 2016. 23. Proud Slytherin. Bitter hag.,231,345,12 grimmauld place,
51,793874783377195008,"""A tornado flew around my room before you came!!!!"" https://t.co/A4BfvGIHpS",2016-11-02 17:57:52,1,1,Twitter for iPhone,3162094846,ComputerThug,Jon Snow ☃️,2015-04-13 04:00:35,,1671,278,"Huntsville, AL",
52,793874744386940928,"RT @allan_crawshaw: Kansas Town Decimated by Tornado Now Runs on 100% Renewable Energy, Should Be Model for Frack-Happy State  @EcoWatch ht…",2016-11-02 17:57:43,10,0,Twitter Web Client,13699242,gnomeoffender,gnomeoffender,2008-02-20 01:15:47,Interloper and BTO.,1663,2097,,
53,793874640485683200,"@tornado_cat (we're joking, though, right?) https://t.co/P9RMV5psOA",2016-11-02 17:57:18,0,1,Twitter for iPhone,25564232,actioncookbook,actioncookbook,2009-03-20 19:57:21,"pick up dry cleaning, pay water bill, mow lawn, update twitter bio",6328,301,"Louisville, KY",
54,793874624262053889,"RT @GhaziQuotess1: ""السحر يحول الإنسان إلى أسطورة وكانت جارتي ساحرة""

الأميره ديانا كانت جارة غازي القصيبي https://t.co/v1dCVSzZfh",2016-11-02 17:57:14,108,0,Twitter for iPhone,1099321448,CR_7_Tornado,R7,2013-01-17 21:26:19,‏‏‏ستبقى دائمًا وابدًا الجزء الأجمل في قلببي  أحبك  *..,171,77,,
55,793874618784284672,"RT @jameslsutter: Imagine if Frodo was all ""Sauron's bad, but Gandalf's done some morally gray stuff, too, so I'll stay home.""

Don't get e…",2016-11-02 17:57:13,5797,0,Twitter for Android,345557941,tornado_cat,trashcat,2011-07-30 20:01:46,NaNoWriMo 2016. 23. Proud Slytherin. Bitter hag.,231,345,12 grimmauld place,
56,793874592788078593,"RT @VaguelyFunnyDan: If EMAILS are making you OK with a President who thinks it should be legal to fire people for being gay, maybe like, r…",2016-11-02 17:57:07,139,0,Twitter for Android,345557941,tornado_cat,trashcat,2011-07-30 20:01:46,NaNoWriMo 2016. 23. Proud Slytherin. Bitter hag.,231,345,12 grimmauld place,
57,793874580272275456,RT @AishaSylvester: This video NEVER gets old. A diver's dream. #ScubaSaturday https://t.co/76PWHjCjgz,2016-11-02 17:57:04,1,0,Twitter for Android,1594052798,ParadiseBlogger,Angelica Troeder,2013-07-14 19:02:29,#Islands and #Beaches Blogger.  Author of How to Afford to Travel to Paradise. Polish Gal. Loves #Scuba. Find Your #Paradise.,1764,1597,Paradise,
58,793874547464437760,"RT @LOLGOP: If voting didn't matter, the KKK wouldn't mind if black people did it. https://t.co/B8Xgldmk42",2016-11-02 17:56:56,244,0,Twitter for Android,345557941,tornado_cat,trashcat,2011-07-30 20:01:46,NaNoWriMo 2016. 23. Proud Slytherin. Bitter hag.,231,345,12 grimmauld place,
59,793874421513588736,Please RT #recipes #food #cooking #delicious #cook #recipe Texas Tornado Cake https://t.co/jDJKTE5VLR https://t.co/g2olBRkeIh,2016-11-02 17:56:26,0,1,AllRecipess,707157656977408000,AllRecipess,All Recipes,2016-03-08 10:54:58,,615,4780,,
60,793874395269779456,@KeithRParsons @DevinAkin There is no weather that precludes BBQ. We’ll do BBQ in a tornado.,2016-11-02 17:56:19,0,0,TweetDeck,13036752,ianbeyer,Ian Beyer,2008-02-04 06:04:21,Dad. Husband. #SmallBiz Owner. #WiFi Nerd. IP video wiz. #avgeek/Ballooning freak. Canadian. Québécois. Kansan. BBQ'd Ham: KC8BBQ. Martial Artist. #TeamRubicon,2310,2312,"Paola, Kansas",
61,793874348943761409,RT @NOAAResearch: Research on #tornadoes continues with second year of the VORTEX-SE program. https://t.co/4sd3R4r0ai @NOAA  @NOAANSSL #wea…,2016-11-02 17:56:08,10,0,Twitter Web Client,102459522,AGI_Updates,AGI,2010-01-06 19:40:11,"The American Geosciences Institute is a nonprofit federation of geoscientific and professional associations, representing more than 250,000 geoscientists.",5384,1009,"Alexandria, VA",
62,793874339204509697,RT @SoleDreams: Ma your MCM think the Oklahoma drill is a tornado warning,2016-11-02 17:56:06,3,0,Twitter for iPhone,2566213556,AlternativeJJ96,#blerdnout,2014-06-14 01:27:57,"psn: ultimate__jj, follow my YouTube page @blerd_n_out. check out the channel! link is below. #GodsMiracleChild #Virgo #Mizzou18 #blacklivesmatter",2203,5010,Chicago/Columbia MO,
63,793874282979872769,"wanted to send her flying away in a tornado, but refrained from that... For now. ""What is it? Food?"" Head turning, she-- @ShishidoSamurai",2016-11-02 17:55:53,0,0,Twitter for Android,713941039224999936,OnyxUtahime,Nyotengu,2016-03-27 04:09:42,〔女天狗 • Naughty Princess〕❝My deception rules all of creation!❞ —Feмαle Teɴɢυ oғ Mιyαмα。[MVRP],189,135, ♚• Servant: @RoyalScimitar •♚,
64,793874241322115072,#Tornado #Photos @SocialNewsCorp https://t.co/vjCHcvKJRk Via #Twitter @PDF404 @RevistaPolvo @ParsonsHouseNE #ejecutividad #gtaonline,2016-11-02 17:55:43,0,1,Paper.li,2324060515,MyWeatherCam,My Weather Cam™,2014-02-02 17:01:28,"Proud Father Son Husband
back to back #Hurricane Survivor 
#Founder and #CEO 
Eco-Beach @SocialNewsCorp
Yes, That's me, my home, truck and boat in the photo! MM",151,7,#Global #Social #Weather #News,
65,793874189933576193,RT @jbouie: White people voting for Trump aren't even asked to consider consequences of their vote for those of us on the other side of the…,2016-11-02 17:55:31,279,0,Twitter for Android,345557941,tornado_cat,trashcat,2011-07-30 20:01:46,NaNoWriMo 2016. 23. Proud Slytherin. Bitter hag.,231,345,12 grimmauld place,
66,793874024292032513,RT @Paaaa__: Quem tiver achando ruim BH ter tornado a cidade do galo é só mudar para Três Marias,2016-11-02 17:54:51,7,0,Twitter for iPhone,572129840,eduardamattarr,dudinha,2012-05-05 22:54:31,eu gosto do galo,722,203,bh,
67,793873984592998400,@actioncookbook I KNOW BECAUSE IF YOU DID I WOULD HAVE KNOWN,2016-11-02 17:54:42,0,0,Twitter for Android,345557941,tornado_cat,trashcat,2011-07-30 20:01:46,NaNoWriMo 2016. 23. Proud Slytherin. Bitter hag.,231,345,12 grimmauld place,
68,793873972282744832,"NEUER ""DECLASSE TORNADO RAT ROD"" ""showcase"" | xAbeam: https://t.co/A1LMqIheUc via @YouTube",2016-11-02 17:54:39,0,0,Google,3304544081,xABEAM,xAbeam,2015-05-31 11:40:24,"YouTuber und Anführer der AbeamArmy! 
Werde heute noch Mitglied indem du meinen Kanal abonnierst und der GTA Crew Beitritts!",77,24,,
69,793873958160465920,RT @bourgeoisalien: [being carried off in tornado] alright,2016-11-02 17:54:35,23,0,Twitter for iPhone,510743611,Lee_Kanitsua,نعیم,2012-03-01 19:42:59,grand theft autumn,626,427,hardly home,
70,793873803436777472,RT @AntraxCLASH: @AntraxCLASH El mago eléctrico y el tornado están como para papi Antrax,2016-11-02 17:53:58,99,0,Twitter for Android,792425643006910464,juanvelez845,Juan Diego Velez,2016-10-29 17:59:30,,4,16,,
71,793873772147277824,"RT @ricardopintobh: Conselho do dia 🤔🤔🤔
Quem tiver achando ruim BH ter se tornado Cidade do Galo é só mudar para Três Marias 🙊🙊
😂😂😂😂😂😂😂",2016-11-02 17:53:51,11,0,Twitter for Android,3293911856,renatosf,Renato Ferreira,2015-07-26 00:03:16,"Atleticano de Alma...
Não preciso ser mais nada...
GALO SEMPRE",2460,2385,Cristão Protestante CRENTE ,
72,793873768577916929,@tornado_cat I hardly ever mention her!,2016-11-02 17:53:50,0,1,Twitter Web Client,25564232,actioncookbook,actioncookbook,2009-03-20 19:57:21,"pick up dry cleaning, pay water bill, mow lawn, update twitter bio",6328,301,"Louisville, KY",
73,793873742904619010,RT @OhGirIQuote: I wanna cuddle and watch scarү movies with u while we eat popcorn but i also wanna set u on fire and throw u into a tornad…,2016-11-02 17:53:44,4,0,Twitter for iPhone,1736130547,claudia136713,Cloud☁️,2013-09-06 18:17:22,PNW|19|PEACE&LOVE ❤,369,347,,
74,793873708884471808,"RT @GamerNewsHub: NEWS: The Tornado Rat Rod is now available in #GTAonline for $378,000 (credit @WolfVanity) https://t.co/Ekuon8htdE",2016-11-02 17:53:36,17,0,iOS,790754358484807680,jadasyss,Chxusis Snxbx,2016-10-25 03:18:25,,19,644,,
75,793873666454986752,"#Tatsumaki #cosplay #OnePunchMan ""Tornado of Terror"" by @malro_doll https://t.co/YgkAxPkPbI",2016-11-02 17:53:26,0,0,Twitter Web Client,392682429,malro_doll,R_E_I,2011-10-17 12:22:58,"Cosplayer, TV Show geek, Cat lover",4192,74,,
76,793873590667976704,RT @Hanzen2402: My newest video ' Tornado Rat Rod ' https://t.co/1ZZGCR98T0 ft @FY159  @veramallinna @DaniChilla  @TLG_STNC @ThaGallery_GLR…,2016-11-02 17:53:08,18,0,Twitter for iPhone,101911436,nabariiiin,☁︎🎌☁︎,2010-01-05 00:53:53,サブ垢移行,1017,975,神奈川の西端,
77,793873519222284288,RT @Najaesbeats: Sneak peek of what we got going . @DudeItsNitra #refreshing  https://t.co/1tYPVHIV0d,2016-11-02 17:52:51,2,0,Twitter for Android,738952312220094466,Im_Siah,Siah,2016-06-04 04:35:35,,47,70,The Way,
78,793873438079324162,Ich habe ein Video zu einer @YouTube-Playlist hinzugefügt: https://t.co/63TnuJRa9P GTA 5 Mods - TORNADO zerlegt Los Santos,2016-11-02 17:52:31,0,0,Google,2202980791,LetsPlayListDE,LetsPlayListDE,2013-11-19 11:55:08,LetsPlayListDE | Das etwas andere Videoarchiv :),9,42,Deutschland,
79,793873397960716288,@actioncookbook SINCE WHEN DO YOU HAVE A CORGI,2016-11-02 17:52:22,0,1,Twitter for Android,345557941,tornado_cat,trashcat,2011-07-30 20:01:46,NaNoWriMo 2016. 23. Proud Slytherin. Bitter hag.,231,345,12 grimmauld place,
80,793873341740232704,@AntraxCLASH y el tornado y la otra que parece un bárbaro al nivel 6 de Coc que hace ese,2016-11-02 17:52:08,0,0,Twitter for iPhone,746393700754808832,Huguito0829,Hugo Corado,2016-06-24 17:25:00,,40,245,Guatemala,
81,793873283963813892,RT @skymignin: I appreciate my eyelids looking like dorthy's shoes from the wizard of oz that have been through the tornado https://t.co/P9…,2016-11-02 17:51:55,1,0,Twitter for iPhone,2541798568,sarahmholman,sarah,2014-05-11 21:34:35,find something to smile about,185,233,,
82,793873280323186688,"RT @PartysceneNL: De enige echte nummer 1: @MartinGarrix: ""Please photoshop a mustache!"" #GarrixWithAMustache Nu in de winkel --&gt; https://t…",2016-11-02 17:51:54,188,0,Twitter for iPhone,3121917575,Buzz_tornado,That Dj +x,2015-03-27 18:20:15,"Dj/Producer, raver and gamer, check out my EDM Spotify playlist here https://t.co/j4xL05TpEl",208,417,"Sjælland, Danmark",
83,793873208923402240,"@Rougeway @DallasHeltzell @Fire_Ice_13 My pronoun is ""Oh exalted King Joffy Jeffer"", but I digress.  U twist phrases more than a tornado.",2016-11-02 17:51:37,0,0,Twitter for iPhone,785780370,RobertAtherton3,Drock's Reality,2012-08-28 00:19:11,"Rational thought, critical thinking and sardonic wit required.",4,11,,
84,793873121023516672,Se ha descubierto ya que cartas saldrán nuevas además del tornado? 🤔😂 https://t.co/SHngLEVDDi,2016-11-02 17:51:16,0,1,Twitter for iPhone,3430347142,javigmnz,javigmnz,2015-08-18 18:15:42,Canario 100%,51,190,"Santa Cruz de Tenerife, España",
